id,date,price,bedrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
4500528,9/1/2014,450000.0,3BHK,1780 sqft,9969 sqft,1.0,0,average,average,1450,330,1985,1869,98034,47.7286,-122.168,1950 sqft,7974 sqft
2380526,4/11/2014,238000.0,3BHK,1650 sqft,2807 sqft,2.0,0,average,average,1650,0,2004,1869,98055,47.4328,-122.196,1460 sqft,1875 sqft
2990482,12/5/2014,299000.0,3BHK,1510 sqft,142803 sqft,1.0,0,average,average,1510,0,1974,1869,98001,47.3192,-122.287,1330 sqft,46609 sqft
5700865,10/17/2014,570000.0,2BHK,1100 sqft,6240 sqft,1.0,0,good,average,1100,0,1941,1869,98199,47.6446,-122.403,1250 sqft,6240 sqft
3400004,6/4/2014,340000.0,3BHK,203.451 sqm,1172.9554 sqm,2.0,0,good,average,2190,0,1978,1869,98042,47.3845,-122.154,288.919 sqm,1355.5968 sqm
2850236,6/18/2014,284950.0,3BHK,91.97099999999999 sqm,996.1667 sqm,1.0,0,very good,average,990,0,1960,1869,98059,47.4887,-122.133,135.634 sqm,996.1667 sqm
2550747,4/24/2015,255000.0,2BHK,1480 sqft,9660 sqft,1.0,0,average,average,1480,0,1949,1869,98188,47.4577,-122.289,1990 sqft,9660 sqft
4150530,10/12/2014,415000.0,1BHK,3000 sqft,204732 sqft,2.5,0,average,average,3000,0,1979,1869,98014,47.6331,-121.945,2330 sqft,213008 sqft
3300839,1/5/2015,330000.0,4BHK,3504 sqft,6000 sqft,2.0,0,average,average,3504,0,2006,1869,98001,47.3012,-122.285,2790 sqft,5231 sqft
4250664,10/7/2014,425000.0,4BHK,1330 sqft,9188 sqft,1.5,0,average,average,1330,0,1928,2004,98198,47.401,-122.319,1770 sqft,10419 sqft
4000999,4/11/2014,400000.0,4BHK,1850 sqft,6480 sqft,1.0,0,good,average,1120,730,1958,1869,98108,47.5525,-122.313,1610 sqft,5040 sqft
3350789,9/22/2014,335000.0,4BHK,208.096 sqm,901.2229 sqm,2.0,0,average,good,2240,0,1989,1869,98023,47.3086,-122.392,208.096 sqm,874.189 sqm
3420679,9/30/2014,342000.0,3BHK,1260 sqft,1251 sqft,2.0,0,average,average,1040,220,2003,1869,98144,47.5943,-122.296,1780 sqft,7715 sqft
4900778,12/4/2014,490000.0,8BHK,2800 sqft,2580 sqft,2.0,0,average,average,1880,920,1997,1869,98122,47.6086,-122.303,1800 sqft,2580 sqft
9600123,3/30/2015,960000.0,3BHK,1730 sqft,4102 sqft,3.0,1,average,average,1730,0,1996,1869,98074,47.645,-122.084,2340 sqft,16994 sqft
7205494,7/9/2014,720500.0,4BHK,3350 sqft,35298 sqft,2.0,0,good,good,3350,0,1985,1869,98053,47.6506,-122.036,2620 sqft,35604 sqft
6630756,23/5/2014,662990.0,3BHK,115.196 sqm,334.44 sqm,1.5,0,very good,average,1240,0,1926,1869,98116,47.5797,-122.405,154.214 sqm,334.44 sqm
2200026,3/30/2015,220000.0,4BHK,2340 sqft,10507 sqft,1.5,0,good,average,2340,0,1959,1869,98030,47.3578,-122.178,990 sqft,10507 sqft
5500819,1/7/2015,550000.0,3BHK,1810 sqft,2159 sqft,1.0,0,average,average,1010,800,1922,1869,98109,47.6273,-122.345,1810 sqft,2159 sqft
6350472,16/1/2015,635000.0,4BHK,2820 sqft,4000 sqft,2.0,0,average,average,2820,0,1911,1869,98103,47.6638,-122.348,1470 sqft,1627 sqft
2930371,11/18/2014,293000.0,3BHK,1020 sqft,7650 sqft,1.0,0,average,average,1020,0,1940,1869,98133,47.7198,-122.352,1440 sqft,7650 sqft
3390639,7/11/2014,339000.0,3BHK,2090 sqft,10120 sqft,1.0,0,good,average,1290,800,1979,1869,98058,47.4654,-122.174,1820 sqft,7983 sqft
2850033,6/30/2014,285000.0,4BHK,1830 sqft,8734 sqft,2.0,0,good,average,1830,0,1991,1869,98030,47.3679,-122.179,1870 sqft,7212 sqft
7750391,7/10/2014,775000.0,6BHK,2980 sqft,5000 sqft,1.5,0,average,average,2480,500,1916,1869,98103,47.6684,-122.331,1470 sqft,5000 sqft
2240942,6/26/2014,224000.0,4BHK,1600 sqft,9289 sqft,1.0,0,good,average,1600,0,1959,1869,98002,47.3107,-122.212,1540 sqft,9918 sqft
22500786,29/10/2014,2250000.0,4BHK,412.476 sqm,754.8125 sqm,2.0,0,very good,good,3140,1300,1922,1869,98144,47.5744,-122.283,370.671 sqm,790.1145 sqm
1651305,1/7/2014,165050.0,3BHK,1200 sqft,8514 sqft,1.0,0,average,average,1200,0,1959,1869,98022,47.2043,-122.008,1210 sqft,8985 sqft
2750662,10/27/2014,275000.0,3BHK,1230 sqft,4500 sqft,1.5,0,good,average,1230,0,1913,1869,98118,47.5301,-122.271,1310 sqft,5000 sqft
4450552,9/11/2014,445000.0,5BHK,2930 sqft,5500 sqft,1.0,0,average,average,1750,1180,1951,1869,98118,47.5572,-122.281,1400 sqft,5500 sqft
5100023,4/1/2015,510000.0,3BHK,220.173 sqm,3589.5631 sqm,1.0,0,average,average,1930,440,1978,1869,98077,47.771,-122.099,269.40999999999997 sqm,3479.2907999999998 sqm
12300378,6/10/2014,1230000.0,4BHK,282.416 sqm,650.3 sqm,2.0,0,average,good,3040,0,2001,1869,98040,47.5934,-122.244,215.528 sqm,1626.7719 sqm
3900653,10/29/2014,390000.0,3BHK,1610 sqft,13500 sqft,1.0,0,average,average,1060,550,1970,1869,98155,47.7674,-122.31,1540 sqft,11479 sqft
4600942,5/13/2014,460000.0,3BHK,2350 sqft,10450 sqft,1.0,0,average,average,1390,960,1977,1869,98028,47.7433,-122.259,2250 sqft,10450 sqft
7000407,3/27/2015,700000.0,3BHK,2000 sqft,14733 sqft,1.0,0,good,average,2000,0,1958,1869,98005,47.6001,-122.178,2620 sqft,14733 sqft
8741836,6/22/2014,874150.0,4BHK,3530 sqft,14406 sqft,2.0,0,average,good,2570,960,1987,1869,98034,47.7073,-122.244,3170 sqft,15181 sqft
4700604,7/31/2014,470000.0,3BHK,206.238 sqm,910.42 sqm,2.0,0,average,average,2220,0,1987,1869,98155,47.7635,-122.286,224.81799999999998 sqm,950.5527999999999 sqm
3740481,5/21/2014,374000.0,3BHK,2000 sqft,9416 sqft,1.0,0,good,average,2000,0,1961,1869,98033,47.697,-122.175,1440 sqft,9555 sqft
5100431,7/17/2014,510000.0,2BHK,112.40899999999999 sqm,12180.583499999999 sqm,1.5,0,very good,average,1210,0,1950,1869,98070,47.4599,-122.45,187.658 sqm,17238.9885 sqm
4670445,7/11/2014,467000.0,2BHK,1140 sqft,1181 sqft,3.0,0,average,average,1140,0,2007,1869,98107,47.6713,-122.383,1220 sqft,1189 sqft
5760808,6/16/2014,576000.0,4BHK,2440 sqft,28405 sqft,2.0,0,average,average,2440,0,2002,1869,98028,47.7386,-122.238,2480 sqft,11429 sqft
1964926,5/30/2014,196440.0,3BHK,1560 sqft,7352 sqft,1.0,0,average,average,1560,0,1992,1869,98001,47.2804,-122.251,1120 sqft,7950 sqft
8250618,12/31/2014,825000.0,4BHK,3210 sqft,18901 sqft,2.0,0,average,good,3210,0,1993,1869,98077,47.709,-122.073,3330 sqft,18901 sqft
2810869,4/8/2015,281000.0,2BHK,86.39699999999999 sqm,241.54 sqm,1.0,0,average,average,930,0,1981,1869,98034,47.7242,-122.161,127.273 sqm,324.0352 sqm
3260855,8/12/2014,326000.0,3BHK,1782 sqft,1577 sqft,3.0,0,average,average,1782,0,2000,1869,98125,47.7114,-122.301,1550 sqft,1744 sqft
3400891,4/10/2015,340000.0,3BHK,161.646 sqm,4327.282 sqm,1.0,0,good,average,1740,0,1980,1869,98010,47.3583,-121.927,146.41039999999998 sqm,5080.2365 sqm
4400996,12/8/2014,440000.0,5BHK,3690 sqft,36036 sqft,1.0,0,average,good,1890,1800,1985,1869,98042,47.3473,-122.085,2680 sqft,44131 sqft
5610078,5/6/2014,561000.0,3BHK,2000 sqft,7000 sqft,2.0,0,average,average,2000,0,1916,1986,98136,47.5452,-122.393,1840 sqft,7000 sqft
2700358,10/31/2014,270000.0,3BHK,1520 sqft,7930 sqft,1.0,0,average,average,1160,360,1988,1869,98038,47.3605,-122.049,1530 sqft,7930 sqft
6000604,6/20/2014,600000.0,2BHK,1040 sqft,3600 sqft,1.0,0,good,average,1040,0,1919,1980,98112,47.619,-122.311,2250 sqft,4800 sqft
2199093,5/5/2014,219900.0,4BHK,1120 sqft,5427 sqft,1.0,0,average,average,1120,0,1969,2014,98042,47.3628,-122.087,1150 sqft,5304 sqft
6170801,12/8/2014,617000.0,3BHK,280.558 sqm,33466.3889 sqm,2.0,0,average,average,3020,0,1992,1869,98092,47.2662,-122.088,175.581 sqm,19505.1911 sqm
2290885,8/11/2014,229000.0,3BHK,127.273 sqm,5260.7411999999995 sqm,1.0,0,average,average,1370,0,1942,1869,98003,47.3058,-122.306,164.2472 sqm,808.4158 sqm
3650217,5/8/2014,365000.0,3BHK,1640 sqft,8301 sqft,1.0,0,average,average,1290,350,1958,1869,98155,47.7443,-122.327,1640 sqft,8955 sqft
4530057,16/1/2015,453000.0,3BHK,1820 sqft,16300 sqft,1.0,0,good,average,1220,600,1955,1869,98166,47.4582,-122.365,1870 sqft,16300 sqft
1875396,6/17/2014,187500.0,3BHK,1180 sqft,7000 sqft,1.0,0,good,average,1180,0,1977,1869,98023,47.2966,-122.374,1180 sqft,7370 sqft
5205958,15/4/2015,520500.0,6BHK,1880 sqft,14350 sqft,1.0,0,very good,average,1640,240,1955,1869,98133,47.7556,-122.352,1510 sqft,9840 sqft
3380128,2/3/2015,338000.0,3BHK,2470 sqft,4948 sqft,2.0,0,average,average,2470,0,2003,1869,98038,47.3438,-122.039,2500 sqft,4993 sqft
3600197,8/25/2014,360000.0,2BHK,1180 sqft,3200 sqft,1.0,0,good,average,590,590,1945,1869,98136,47.5275,-122.383,1350 sqft,4000 sqft
4425210,28/7/2014,442500.0,6BHK,2800 sqft,10490 sqft,1.0,0,average,average,1400,1400,1968,1869,98177,47.7735,-122.378,2290 sqft,8716 sqft
7000169,3/27/2015,700000.0,4BHK,1300 sqft,1651359 sqft,1.0,0,good,average,1300,0,1920,1869,98022,47.2313,-122.023,2560 sqft,425581 sqft
8300273,5/8/2014,830000.0,5BHK,3040 sqft,9601 sqft,1.0,0,very good,good,1970,1070,1968,1869,98040,47.5562,-122.22,3180 sqft,12390 sqft
3604143,11/18/2014,360400.0,3BHK,1630 sqft,11592 sqft,2.0,0,average,average,1630,0,1987,1869,98011,47.7574,-122.228,1700 sqft,8850 sqft
3450560,11/21/2014,345000.0,3BHK,1340 sqft,9339 sqft,1.0,0,very good,average,1340,0,1960,1869,98056,47.5407,-122.177,1310 sqft,9350 sqft
3000540,9/9/2014,300000.0,3BHK,1830 sqft,51836 sqft,1.0,0,good,average,1430,400,1966,1869,98059,47.4774,-122.098,1320 sqft,51400 sqft
3680982,10/8/2014,368000.0,4BHK,2500 sqft,36900 sqft,1.0,0,average,average,1540,960,1972,1869,98038,47.3708,-122.049,1960 sqft,36900 sqft
2640392,23/6/2014,264000.0,3BHK,1760 sqft,7482 sqft,1.0,0,good,average,1760,0,1966,1869,98023,47.3129,-122.369,2000 sqft,7500 sqft
4350169,3/12/2015,435000.0,3BHK,2660 sqft,16677 sqft,1.0,0,average,good,2210,450,1990,1869,98038,47.3689,-122.055,2660 sqft,11355 sqft
2000917,6/4/2014,200000.0,3BHK,2060 sqft,15837 sqft,1.5,0,average,average,2060,0,1903,1869,98055,47.4819,-122.223,2190 sqft,8549 sqft
6200314,5/14/2014,620000.0,5BHK,235.96599999999998 sqm,355.9928 sqm,2.0,0,very good,average,1760,780,1929,1869,98117,47.6848,-122.398,185.79999999999998 sqm,491.3481 sqm
16800457,11/20/2014,1680000.0,5BHK,4830 sqft,11466 sqft,2.0,0,average,good,3720,1110,2014,1869,98040,47.5774,-122.222,2180 sqft,11017 sqft
3370655,12/9/2014,337000.0,3BHK,130.06 sqm,557.4 sqm,1.0,0,good,average,700,700,1919,1869,98108,47.5283,-122.321,95.687 sqm,557.4 sqm
19300153,10/1/2014,1930000.0,4BHK,4280 sqft,20296 sqft,2.0,0,good,good,4280,0,1984,1869,98004,47.6377,-122.212,3420 sqft,16351 sqft
5445129,5/28/2014,544500.0,4BHK,2230 sqft,10414 sqft,1.0,0,very good,average,1450,780,1974,1869,98075,47.5816,-122.0,1960 sqft,10240 sqft
2520281,2/1/2015,252000.0,1BHK,680 sqft,1638 sqft,1.0,0,very poor,average,680,0,1910,1992,98116,47.5832,-122.399,1010 sqft,3621 sqft
4450079,6/5/2014,445000.0,4BHK,217.386 sqm,351.5336 sqm,2.0,0,average,average,2340,0,2008,1869,98106,47.535,-122.348,160.71699999999998 sqm,371.59999999999997 sqm
3795571,7/25/2014,379500.0,3BHK,2070 sqft,14196 sqft,2.0,0,average,average,2070,0,1989,1869,98059,47.4617,-122.07,1550 sqft,13860 sqft
1899802,3/11/2015,189950.0,4BHK,177.439 sqm,392.5025 sqm,1.0,0,good,average,910,1000,1919,1869,98001,47.3084,-122.234,98.47399999999999 sqm,445.91999999999996 sqm
6000083,6/11/2014,600000.0,5BHK,2910 sqft,53898 sqft,1.0,0,very good,average,1510,1400,1979,1869,98077,47.7201,-122.062,3210 sqft,216928 sqft
7850824,11/7/2014,785000.0,3BHK,2930 sqft,33981 sqft,2.0,0,average,good,2930,0,2000,1869,98059,47.5151,-122.12,3720 sqft,35230 sqft
7800114,18/3/2015,780000.0,5BHK,1940 sqft,4800 sqft,2.0,0,average,average,1940,0,1905,1869,98103,47.6845,-122.332,1750 sqft,4800 sqft
5411876,3/16/2015,541100.0,4BHK,2510 sqft,9800 sqft,2.0,0,average,good,2510,0,1978,1869,98072,47.753,-122.145,2440 sqft,11000 sqft
7290173,1/5/2015,729000.0,4BHK,2660 sqft,5608 sqft,2.0,0,average,good,2660,0,2003,1869,98029,47.5449,-121.995,3010 sqft,5608 sqft
3970395,11/4/2014,397000.0,3BHK,1710 sqft,134489 sqft,1.0,0,very good,average,1710,0,1952,1869,98022,47.2207,-121.984,1700 sqft,63823 sqft
3000655,30/6/2014,300000.0,2BHK,960 sqft,8153 sqft,1.0,0,average,average,960,0,1947,1869,98155,47.7341,-122.3,1160 sqft,8199 sqft
4160748,4/7/2015,416000.0,3BHK,1790 sqft,11542 sqft,1.0,0,very good,average,1190,600,1969,1869,98059,47.5124,-122.16,1790 sqft,9131 sqft
4900229,21/10/2014,490000.0,2BHK,88.255 sqm,284.274 sqm,1.0,0,average,average,810,140,1925,1869,98105,47.6698,-122.323,140.279 sqm,351.162 sqm
4800019,1/29/2015,480000.0,6BHK,2940 sqft,5054 sqft,2.0,0,average,average,2940,0,1942,2003,98146,47.5122,-122.385,1530 sqft,5320 sqft
3680587,2/3/2015,368000.0,2BHK,86.39699999999999 sqm,154.3998 sqm,1.0,0,average,average,670,260,2002,1869,98199,47.6518,-122.4,165.362 sqm,217.66469999999998 sqm
5450682,1/20/2015,545000.0,3BHK,2370 sqft,9000 sqft,1.0,0,good,average,1570,800,1952,1869,98146,47.4922,-122.365,2120 sqft,9500 sqft
8500357,3/23/2015,850000.0,5BHK,3430 sqft,15119 sqft,2.0,0,average,good,3430,0,1998,1869,98075,47.5678,-122.032,3430 sqft,12045 sqft
5350005,8/27/2014,535000.0,4BHK,2710 sqft,12138 sqft,1.0,0,average,average,1700,1010,1968,1869,98155,47.7657,-122.29,2390 sqft,10052 sqft
6000267,5/20/2014,599950.0,3BHK,2660 sqft,4975 sqft,2.0,0,average,average,2660,0,2014,1869,98118,47.5487,-122.272,1840 sqft,6653 sqft
5310312,7/18/2014,531000.0,5BHK,2540 sqft,5022 sqft,1.0,0,good,average,1540,1000,1955,1869,98108,47.5593,-122.3,2510 sqft,5182 sqft
5300460,6/5/2014,530000.0,4BHK,2210 sqft,7665 sqft,2.0,0,good,average,2210,0,1968,1869,98006,47.5424,-122.168,1960 sqft,7903 sqft
5973907,6/25/2014,597326.0,4BHK,3570 sqft,8250 sqft,2.0,0,average,good,2860,710,2015,1869,98040,47.5784,-122.226,2230 sqft,10000 sqft
8050651,4/29/2015,805000.0,4BHK,3450 sqft,33460 sqft,2.0,0,average,good,3450,0,1997,1869,98077,47.7673,-122.1,2820 sqft,35250 sqft
3900991,10/27/2014,390000.0,4BHK,2330 sqft,8364 sqft,1.0,0,good,average,2330,0,1968,1869,98058,47.4568,-122.146,2180 sqft,9630 sqft
4872909,5/19/2014,487250.0,4BHK,1690 sqft,3250 sqft,1.5,0,average,average,1550,140,1901,1869,98103,47.6637,-122.346,1620 sqft,3250 sqft
23500684,9/3/2014,2350000.0,4BHK,405.97299999999996 sqm,2123.9727 sqm,2.5,0,good,good,3670,700,1907,1994,98033,47.6878,-122.215,276.842 sqm,2123.9727 sqm
4000179,10/14/2014,400000.0,4BHK,2350 sqft,3904 sqft,2.5,0,average,average,2350,0,1999,1869,98106,47.5305,-122.351,1120 sqft,4000 sqft
4675805,1/12/2014,467500.0,4BHK,3160 sqft,7210 sqft,1.0,0,good,average,1880,1280,1969,1869,98034,47.7368,-122.183,2070 sqft,7560 sqft
3050629,2/20/2015,305000.0,4BHK,225.74699999999999 sqm,845.6687 sqm,2.0,0,average,average,2430,0,1990,1869,98023,47.2939,-122.368,209.95399999999998 sqm,751.5609999999999 sqm
2100193,5/5/2014,210000.0,3BHK,124.48599999999999 sqm,28506.1792 sqm,1.0,0,average,poor,1340,0,1953,1869,98019,47.7534,-121.912,167.22 sqm,11897.3314 sqm
3000611,4/28/2015,300000.0,3BHK,1010 sqft,10168 sqft,1.0,0,average,average,1010,0,1979,1869,98014,47.6453,-121.912,1180 sqft,10318 sqft
2690758,5/8/2014,269000.0,3BHK,1210 sqft,7136 sqft,1.0,0,average,average,1210,0,2003,1869,98031,47.3996,-122.203,1210 sqft,5765 sqft
9750619,3/31/2015,975000.0,4BHK,3330 sqft,17533 sqft,1.0,0,average,good,1750,1580,1969,1869,98033,47.652,-122.2,3340 sqft,12798 sqft
8830290,6/14/2014,883000.0,4BHK,2960 sqft,41656 sqft,2.0,0,average,good,2960,0,1985,1869,98072,47.7319,-122.132,3900 sqft,35104 sqft
1900473,8/15/2014,190000.0,2BHK,840 sqft,12252 sqft,1.0,0,average,average,840,0,1994,1869,98010,47.3069,-122.013,1010 sqft,11876 sqft
4430873,6/4/2015,443000.0,3BHK,1530 sqft,8028 sqft,1.0,0,average,average,1200,330,1967,1869,98177,47.7768,-122.361,1530 sqft,8028 sqft
9200489,9/5/2014,920000.0,4BHK,348.375 sqm,1024.2224999999999 sqm,2.0,0,average,good,3750,0,1976,1869,98074,47.6367,-122.059,272.197 sqm,1192.3715 sqm
2850642,12/22/2014,285000.0,4BHK,2150 sqft,8250 sqft,1.0,0,good,average,1240,910,1978,1869,98023,47.3045,-122.378,2050 sqft,7875 sqft
9010626,23/4/2015,901000.0,4BHK,1560 sqft,4080 sqft,1.0,0,average,average,1560,0,1916,1869,98126,47.5347,-122.38,1370 sqft,4080 sqft
5525970,3/5/2015,552500.0,3BHK,189.516 sqm,536.4975 sqm,1.0,0,average,average,1410,630,1958,1869,98199,47.6592,-122.393,126.344 sqm,408.76 sqm
2560450,3/3/2015,256000.0,2BHK,860 sqft,5000 sqft,1.0,0,average,average,860,0,1915,1945,98146,47.5133,-122.356,1220 sqft,5000 sqft
3410616,5/12/2014,341000.0,3BHK,1720 sqft,7119 sqft,1.5,0,good,average,1720,0,1952,1869,98155,47.7535,-122.314,1590 sqft,7616 sqft
2790706,3/26/2015,279000.0,4BHK,194.161 sqm,830.6188999999999 sqm,2.0,0,average,average,2090,0,1975,1869,98058,47.4332,-122.167,175.581 sqm,738.1834 sqm
6860873,7/26/2014,686000.0,4BHK,2130 sqft,10650 sqft,2.0,0,good,average,2130,0,1977,1869,98006,47.5567,-122.159,3380 sqft,10050 sqft
2250109,5/23/2014,225000.0,2BHK,120.77 sqm,1102.4442999999999 sqm,1.5,0,good,average,1300,0,1975,1869,98010,47.3221,-121.903,76.178 sqm,1102.4442999999999 sqm
2155371,6/27/2014,215500.0,2BHK,1220 sqft,15600 sqft,1.0,0,average,average,1220,0,1972,1869,98001,47.2853,-122.265,1510 sqft,17818 sqft
9500193,4/14/2015,950000.0,4BHK,224.81799999999998 sqm,445.91999999999996 sqm,1.5,0,average,average,1520,900,1919,1869,98119,47.6453,-122.358,101.261 sqm,353.02 sqm
7800554,22/1/2015,780000.0,3BHK,2610 sqft,7567 sqft,2.0,0,average,good,2610,0,1997,1869,98052,47.6654,-122.137,2610 sqft,8458 sqft
2120642,2/23/2015,212000.0,4BHK,174.652 sqm,696.75 sqm,1.0,0,very good,average,980,900,1946,1869,98178,47.495,-122.266,155.143 sqm,1333.115 sqm
5800712,7/29/2014,580000.0,4BHK,2330 sqft,6703 sqft,1.5,0,average,average,1710,620,1983,1869,98177,47.7066,-122.359,2060 sqft,7500 sqft
4650833,11/11/2014,465000.0,4BHK,2200 sqft,3141 sqft,2.0,0,average,average,2060,140,1994,1869,98144,47.5726,-122.305,1660 sqft,3175 sqft
2060004,11/19/2014,206000.0,4BHK,1720 sqft,7560 sqft,1.0,0,average,average,1720,0,1959,1869,98001,47.2845,-122.25,1750 sqft,7988 sqft
11400587,23/4/2015,1140000.0,4BHK,4130 sqft,11444 sqft,2.0,0,average,good,4130,0,2001,1869,98059,47.5208,-122.15,3720 sqft,11431 sqft
3300596,8/8/2014,330000.0,5BHK,2600 sqft,3839 sqft,2.0,0,average,average,2600,0,2005,1869,98058,47.4324,-122.145,2180 sqft,4800 sqft
2400098,5/6/2015,240000.0,4BHK,1920 sqft,7973 sqft,1.0,0,average,average,1920,0,1955,1869,98178,47.4961,-122.235,2020 sqft,8840 sqft
5740877,11/7/2014,574000.0,3BHK,2060 sqft,7000 sqft,1.0,0,good,good,2060,0,1988,1869,98029,47.5644,-122.012,2110 sqft,7000 sqft
9300273,3/11/2014,930000.0,4BHK,530.459 sqm,2291.1927 sqm,2.0,0,average,good,5710,0,2007,1869,98092,47.3065,-122.158,377.174 sqm,2215.3863 sqm
8500291,7/14/2014,850000.0,4BHK,2720 sqft,183823 sqft,2.0,0,average,average,2720,0,1975,2007,98053,47.6749,-122.002,2140 sqft,173804 sqft
4150775,12/12/2014,415000.0,3BHK,1490 sqft,7275 sqft,1.0,0,average,average,1090,400,1974,1869,98034,47.7148,-122.213,1420 sqft,7330 sqft
4800569,18/11/2014,480000.0,3BHK,2360 sqft,9005 sqft,1.0,0,very good,average,1340,1020,1929,1869,98133,47.7076,-122.337,1520 sqft,9005 sqft
3000030,7/21/2014,300000.0,5BHK,1940 sqft,8875 sqft,1.0,0,average,average,1940,0,1957,1869,98188,47.4407,-122.275,1380 sqft,8875 sqft
4390895,7/8/2014,439000.0,4BHK,238.753 sqm,882.8286999999999 sqm,2.0,0,average,average,2570,0,1980,1869,98011,47.764,-122.167,181.155 sqm,891.8399999999999 sqm
4500742,27/3/2015,450000.0,3BHK,1160 sqft,36831 sqft,1.0,0,average,average,1160,0,1938,1869,98028,47.7507,-122.237,1800 sqft,15640 sqft
5875402,9/24/2014,587500.0,4BHK,165.362 sqm,568.548 sqm,1.0,0,average,average,1310,470,1951,1869,98115,47.6955,-122.287,165.362 sqm,568.548 sqm
13200764,9/24/2014,1320000.0,4BHK,3180 sqft,6105 sqft,2.0,0,average,good,3180,0,1905,1869,98112,47.6255,-122.314,3180 sqft,6029 sqft
14300376,9/11/2014,1430000.0,4BHK,3380 sqft,27589 sqft,2.0,0,average,good,3380,0,1966,1869,98004,47.6292,-122.225,3390 sqft,20075 sqft
7000532,4/13/2015,700000.0,4BHK,249.90099999999998 sqm,1393.5 sqm,2.0,0,average,good,1890,800,1978,1869,98074,47.612,-122.064,248.04299999999998 sqm,1396.287 sqm
3675001,6/24/2014,367500.0,3BHK,154.214 sqm,1094.6407 sqm,1.0,0,good,average,1160,500,1978,1869,98077,47.7563,-122.075,122.628 sqm,979.2588999999999 sqm
4533477,5/5/2015,453250.0,4BHK,2260 sqft,6300 sqft,2.0,0,average,average,2260,0,2001,1869,98019,47.7235,-121.958,2300 sqft,6300 sqft
6070171,4/17/2015,607000.0,5BHK,1910 sqft,5428 sqft,1.0,0,average,average,1390,520,1954,1869,98136,47.5333,-122.392,1820 sqft,5900 sqft
2550468,2/7/2014,255000.0,4BHK,225.74699999999999 sqm,832.384 sqm,1.0,0,average,average,1430,1000,1960,1869,98178,47.4979,-122.232,225.74699999999999 sqm,832.384 sqm
5010169,5/1/2015,501000.0,2BHK,1300 sqft,2500 sqft,1.0,0,good,average,770,530,1926,1869,98117,47.6831,-122.373,1160 sqft,5000 sqft
4500447,3/31/2015,450000.0,3BHK,1060 sqft,4650 sqft,1.0,0,average,average,910,150,1950,1869,98116,47.5784,-122.393,1480 sqft,4750 sqft
3600741,8/20/2014,360000.0,3BHK,2200 sqft,8000 sqft,2.0,0,average,average,2200,0,1981,1869,98055,47.4522,-122.208,2170 sqft,8000 sqft
4600529,14/11/2014,460000.0,4BHK,1720 sqft,3050 sqft,1.5,0,very good,average,1040,680,1929,1869,98116,47.5654,-122.384,1570 sqft,6100 sqft
3899573,5/6/2015,389950.0,2BHK,820 sqft,4234 sqft,1.0,0,average,average,820,0,1951,1869,98136,47.5294,-122.386,1550 sqft,4236 sqft
4690144,5/6/2014,469000.0,2BHK,1030 sqft,4400 sqft,1.0,0,average,average,1030,0,1924,1869,98117,47.681,-122.361,1400 sqft,4200 sqft
5500194,9/12/2014,550000.0,4BHK,188.587 sqm,528.4152 sqm,2.0,0,good,good,1730,300,1939,1869,98146,47.5071,-122.387,215.528 sqm,1031.8403 sqm
5650758,9/4/2014,565000.0,5BHK,2700 sqft,11675 sqft,1.5,0,good,average,1950,750,1948,1869,98133,47.7172,-122.349,2160 sqft,8114 sqft
2600105,20/8/2014,260000.0,3BHK,124.48599999999999 sqm,743.1999999999999 sqm,1.0,0,average,average,1340,0,1980,1869,98038,47.3651,-122.044,157.001 sqm,743.1999999999999 sqm
2430174,6/1/2014,243000.0,3BHK,166.291 sqm,1114.8 sqm,1.0,0,average,average,1040,750,1960,1869,98198,47.3945,-122.313,170.936 sqm,1114.8 sqm
11000269,12/1/2014,1100000.0,4BHK,3830 sqft,13800 sqft,1.0,0,good,good,2030,1800,1969,1869,98006,47.5671,-122.157,3460 sqft,9875 sqft
2490637,8/20/2014,249000.0,3BHK,146.78199999999998 sqm,668.88 sqm,1.0,0,good,average,1080,500,1976,1869,98092,47.2761,-122.152,146.78199999999998 sqm,693.963 sqm
7200141,5/16/2014,720000.0,2BHK,2020 sqft,7200 sqft,1.0,0,good,average,1700,320,1947,1869,98146,47.506,-122.384,2020 sqft,7200 sqft
8245827,4/23/2015,824500.0,4BHK,242.469 sqm,325.15 sqm,1.5,0,very good,average,1610,1000,1927,1869,98115,47.6848,-122.326,169.078 sqm,362.31 sqm
7625555,6/24/2014,762500.0,4BHK,2610 sqft,8760 sqft,1.0,0,good,average,1760,850,1978,1869,98040,47.5875,-122.229,2550 sqft,10376 sqft
5800504,4/13/2015,580000.0,3BHK,161.646 sqm,118.91199999999999 sqm,3.0,0,average,average,1740,0,2008,1869,98116,47.589,-122.387,161.646 sqm,121.5132 sqm
3800750,8/18/2014,380000.0,3BHK,170.936 sqm,797.082 sqm,1.0,0,average,average,1840,0,1990,1869,98058,47.4626,-122.132,203.451 sqm,797.082 sqm
5200620,7/16/2014,520000.0,4BHK,1240 sqft,4532 sqft,1.5,0,good,average,1240,0,1944,1869,98117,47.6892,-122.378,1260 sqft,4468 sqft
